ticker,company name,exchange,industry,website,company decription,company leadership,sector,asset type
AAPL,Apple Inc.,Nasdaq Global Select,Computer Hardware,http://www.apple.com,Apple Inc is designs manufactures and markets mobile communication and media devices and personal computers and sells a variety of related software services accessories networking solutions and third-party digital content and applications.,Timothy D. Cook,Technology,cs
